Year,Month,DayofMonth,DayOfWeek,DepTime,CRSDepTime,ArrTime,CRSArrTime,UniqueCarrier,FlightNum,TailNum,ActualElapsedTime,CRSElapsedTime,AirTime,ArrDelay,DepDelay,Origin,Dest,Distance,TaxiIn,TaxiOut,Cancelled,CancellationCode,Diverted,CarrierDelay,WeatherDelay,NASDelay,SecurityDelay,LateAircraftDelay
2007,1,11,4,1949,1950,1956,2005,WN,1023,N639SW,67,75,57,-9,-1,CMH,BNA,338,4,6,0,,0,0,0,0,0,0
2007,1,11,4,2009,2010,2053,2105,WN,1040,N242,44,55,32,-12,-1,MCI,STL,237,5,7,0,,0,0,0,0,0,0
2007,1,11,4,1903,1905,2152,2220,WN,717,N419,169,195,157,-28,-2,PVD,TPA,1137,3,9,0,,0,0,0,0,0,0
2007,1,12,5,1247,1240,1341,1340,WN,239,N412,54,60,36,1,7,BUR,LAS,223,8,10,0,,0,0,0,0,0,0
2007,1,12,5,1643,1645,1818,1810,WN,2705,N629SW,95,85,61,8,-2,LAS,SJC,386,2,32,0,,0,0,0,0,0,0
2007,1,12,5,1734,1735,1833,1840,WN,1928,N382SW,59,65,48,-7,-1,PHX,ABQ,328,5,6,0,,0,0,0,0,0,0
2007,1,13,6,1444,1445,1553,1600,WN,2334,N677AA,69,75,58,-7,-1,ABQ,PHX,328,5,6,0,,0,0,0,0,0,0
2007,1,13,6,1853,1855,9,40,WN,2469,N403,196,225,188,-31,-2,LAX,MDW,1750,2,6,0,,0,0,0,0,0,0
2007,1,13,6,1737,1740,1953,2000,WN,467,N784,136,140,116,-7,-3,RSW,BWI,919,4,16,0,,0,0,0,0,0,0
2007,1,14,7,854,855,935,940,WN,16,N527,41,45,31,-5,-1,CRP,HOU,187,3,7,0,,0,0,0,0,0,0
2007,1,14,7,1448,1450,1608,1610,WN,2812,N691WN,80,80,63,-2,-2,MDW,BNA,395,6,11,0,,0,0,0,0,0,0
2007,1,14,7,1530,1515,1612,1615,WN,2705,N696SW,162,180,152,-3,15,SAT,LAS,1069,5,5,0,,0,0,0,0,0,0
2007,1,15,1,1200,1155,1304,1300,WN,715,N446,64,65,53,4,5,CMH,BWI,336,3,8,0,,0,0,0,0,0,0
2007,1,15,1,836,825,954,920,WN,1611,N503,78,55,47,34,11,MCI,TUL,223,6,25,0,,0,0,0,23,0,11
2007,1,15,1,935,935,1027,1035,WN,1624,N479,52,60,40,-8,0,RDU,BWI,255,4,8,0,,0,0,0,0,0,0
2007,1,16,2,1835,1835,1929,1935,WN,990,N252,54,60,42,-6,0,BUR,LAS,223,4,8,0,,0,0,0,0,0,0
2007,1,16,2,1212,1210,1338,1345,WN,690,N397SW,86,95,66,-7,2,LAS,SMF,397,4,16,0,,0,0,0,0,0,0
2007,1,16,2,805,805,1153,1210,WN,2644,N656SW,168,185,153,-17,0,PHX,BNA,1448,5,10,0,,0,0,0,0,0,0
2007,1,17,3,1858,1840,1942,1935,WN,896,N698SW,104,115,95,7,18,ABQ,SAN,628,2,7,0,,0,0,0,0,0,0
2007,1,17,3,1906,1910,2016,2035,WN,2359,N481,130,145,119,-19,-4,ISP,MDW,765,3,8,0,,0,0,0,0,0,0
2007,1,17,3,1828,1825,1944,1945,WN,148,N248,76,80,63,-1,3,OAK,SNA,371,5,8,0,,0,0,0,0,0,0
2007,1,17,3,1139,1135,1246,1250,WN,2037,N784,67,75,58,-4,4,SNA,SJC,342,3,6,0,,0,0,0,0,0,0
2007,1,18,4,628,630,735,740,WN,804,N769,67,70,51,-5,-2,FLL,JAX,318,7,9,0,,0,0,0,0,0,0
2007,1,18,4,1521,1510,1837,1810,WN,559,N781,256,240,230,27,11,MDW,PHX,1444,8,18,0,,0,0,11,16,0,0
2007,1,18,4,829,830,1020,1035,WN,493,N447,111,125,97,-15,-1,SEA,OAK,671,5,9,0,,0,0,0,0,0,0
2007,1,19,5,1310,1240,1513,1445,WN,813,N688SW,123,125,109,28,30,CMH,MCO,802,6,8,0,,0,0,0,0,0,28
2007,1,19,5,823,825,1031,1040,WN,2358,N214,248,255,237,-9,-2,MCO,ABQ,1552,3,8,0,,0,0,0,0,0,0
2007,1,19,5,2148,2150,2242,2250,WN,1904,N200WN,54,60,43,-8,-2,RDU,BWI,255,4,7,0,,0,0,0,0,0,0
2007,1,20,6,1056,1100,1215,1215,WN,2238,N396SW,79,75,64,0,-4,BWI,CMH,336,4,11,0,,0,0,0,0,0,0
2007,1,20,6,1914,1855,2140,2140,WN,1034,N380SW,86,105,76,0,19,MDW,BWI,611,3,7,0,,0,0,0,0,0,0
2007,1,20,6,853,850,1000,1000,WN,2361,N346,67,70,51,0,3,SMF,BUR,358,2,14,0,,0,0,0,0,0,0
2007,1,21,7,1555,1555,1925,1945,WN,583,N491,150,170,138,-20,0,HOU,BWI,1246,4,8,0,,0,0,0,0,0,0
2007,1,21,7,1742,1710,1909,1835,WN,1027,N469,87,85,68,34,32,OAK,LAS,407,8,11,0,,0,0,0,34,0,0
2007,1,21,7,2137,2010,2257,2130,WN,2790,N777,80,80,66,87,87,SNA,OAK,371,4,10,0,,0,3,0,0,0,84
2007,1,22,1,1313,1310,1416,1410,WN,217,N745SW,63,60,38,6,3,FLL,MCO,178,6,19,0,,0,0,0,0,0,0
2007,1,22,1,1935,1905,2152,2155,WN,2802,N373,197,230,180,-3,30,MDW,PHX,1444,5,12,0,,0,0,0,0,0,0
2007,1,22,1,1637,1555,2012,1945,WN,1520,N490,155,170,138,27,42,SEA,PHX,1107,6,11,0,,0,0,0,0,0,27
2007,1,23,2,1849,1850,1905,1900,WN,2606,N236,76,70,51,5,-1,CMH,MDW,284,5,20,0,,0,0,0,0,0,0
2007,1,23,2,1701,1650,1759,1745,WN,586,N245,118,115,101,14,11,MCO,BNA,616,4,13,0,,0,0,0,0,0,0
2007,1,23,2,1013,1015,1123,1115,WN,2680,N252,130,120,112,8,-2,RDU,MDW,632,5,13,0,,0,0,0,0,0,0
2007,1,24,3,1644,1645,1746,1755,WN,1663,N323,62,70,49,-9,-1,BUR,OAK,325,4,9,0,,0,0,0,0,0,0
2007,1,24,3,1433,1425,1921,1855,WN,198,N507,168,150,151,26,8,LAS,TUL,1076,4,13,0,,0,0,0,26,0,0
2007,1,24,3,1542,1545,2137,2150,WN,1788,N213,235,245,222,-13,-3,PHX,BWI,1999,2,11,0,,0,0,0,0,0,0
2007,1,25,4,1443,1430,1644,1715,WN,501,N419,301,345,288,-31,13,ALB,LAS,2237,5,8,0,,0,0,0,0,0,0
2007,1,25,4,1537,1525,1836,1835,WN,109,N398SW,119,130,109,1,12,JAN,BWI,888,4,6,0,,0,0,0,0,0,0
2007,1,25,4,1202,1205,1321,1325,WN,2773,N403,79,80,69,-4,-3,OAK,SNA,371,4,6,0,,0,0,0,0,0,0
2007,1,25,4,753,755,911,920,WN,2211,N473,78,85,65,-9,-2,SNA,SMF,404,4,9,0,,0,0,0,0,0,0
2007,1,26,5,658,700,746,755,WN,2358,N411,48,55,33,-9,-2,FLL,MCO,178,6,9,0,,0,0,0,0,0,0
2007,1,26,5,2128,2130,2341,2345,WN,539,N751,73,75,59,-4,-2,MDW,PIT,402,7,7,0,,0,0,0,0,0,0
2007,1,26,5,734,735,1122,1125,WN,1832,N630WN,168,170,154,-3,-1,SEA,PHX,1107,4,10,0,,0,0,0,0,0,0
2007,1,27,6,1829,1830,1919,1925,WN,2832,N696SW,50,55,37,-6,-1,ELP,ABQ,223,4,9,0,,0,0,0,0,0,0
2007,1,27,6,1205,1200,1317,1315,WN,1864,N693SW,72,75,60,2,5,OAK,ONT,361,3,9,0,,0,0,0,0,0,0
2007,1,28,7,1242,1245,1356,1420,WN,723,N233,134,155,125,-24,-3,ABQ,OAK,889,4,5,0,,0,0,0,0,0,0
2007,1,28,7,1028,1020,1130,1130,WN,1377,N356,62,70,43,0,8,LAS,LAX,236,9,10,0,,0,0,0,0,0,0
2007,1,28,7,1254,1255,1522,1540,WN,1588,N485,148,165,129,-18,-1,PHL,MCO,861,12,7,0,,0,0,0,0,0,0
2007,1,29,1,1858,1745,2003,1900,WN,128,N420,125,135,110,63,73,ALB,MDW,717,8,7,0,,0,51,0,0,0,12
2007,1,29,1,1830,1835,2025,2030,WN,269,N365,115,115,101,-5,-5,JAN,MDW,666,5,9,0,,0,0,0,0,0,0
2007,1,29,1,1913,1915,2047,2035,WN,1224,N271,94,80,68,12,-2,OKC,HOU,419,19,7,0,,0,0,0,0,0,0
2007,1,29,1,651,655,938,950,WN,2814,N790,107,115,92,-12,-4,STL,BWI,737,5,10,0,,0,0,0,0,0,0
2007,1,30,2,1125,1115,1401,1415,WN,731,N635SW,156,180,130,-14,10,FLL,PHL,992,8,18,0,,0,0,0,0,0,0
2007,1,30,2,2045,2045,2315,2330,WN,1843,N765,90,105,79,-15,0,MDW,RDU,632,3,8,0,,0,0,0,0,0,0
2007,1,30,2,1017,1020,1146,1205,WN,490,N384SW,89,105,78,-19,-3,SEA,SMF,605,4,7,0,,0,0,0,0,0,0
2007,1,31,3,1711,1710,1803,1800,WN,50,N270,52,50,38,3,1,CRP,HOU,187,7,7,0,,0,0,0,0,0,0
2007,1,31,3,1439,1435,1642,1645,WN,2004,N688SW,123,130,107,-3,4,MCO,BWI,787,4,12,0,,0,0,0,0,0,0
2007,1,31,3,1857,1900,2001,2010,WN,581,N422,64,70,53,-9,-3,RNO,LAS,345,2,9,0,,0,0,0,0,0,0
2007,1,4,4,1834,1810,1959,1943,XE,3063,N14162,205,213,189,16,24,IAH,PSP,1269,4,12,0,,0,16,0,0,0,0
2007,1,2,2,1413,1415,1539,1550,XE,2827,N12519,86,95,67,-11,-2,CLT,CLE,430,6,13,0,,0,0,0,0,0,0
2007,1,20,6,838,840,1011,1033,XE,2752,N14562,93,113,69,-22,-2,EWR,GSO,446,3,21,0,,0,0,0,0,0,0
2007,1,24,3,619,625,826,740,XE,3066,N48901,127,75,54,46,-6,RIC,EWR,278,10,63,0,,0,0,0,46,0,0
2007,1,19,5,1537,1535,1728,1735,XE,2964,N12142,111,120,88,-7,2,IAH,MCI,643,5,18,0,,0,0,0,0,0,0
2007,1,2,2,929,925,1043,1046,XE,2457,N15509,74,81,54,-3,4,DCA,CLE,310,6,14,0,,0,0,0,0,0,0
2007,1,16,2,1732,1725,1837,1825,XE,2040,N15910,65,60,41,12,7,IAH,CRP,201,4,20,0,,0,0,0,0,0,0
2007,1,24,3,900,900,1013,1032,XE,1273,N14937,73,92,45,-19,0,EWR,IAD,213,5,23,0,,0,0,0,0,0,0
2007,1,20,6,2051,2055,2127,2140,XE,3015,N15527,36,45,17,-13,-4,IAH,LCH,127,6,13,0,,0,0,0,0,0,0
2007,1,25,4,1518,1520,1652,1652,XE,2259,N11150,154,152,136,0,-2,JAX,IAH,817,5,13,0,,0,0,0,0,0,0
2007,1,16,2,1820,1726,2109,1920,XE,2348,N14977,229,174,160,109,54,CLT,IAH,913,43,26,0,,0,8,0,55,0,46
2007,1,3,3,1944,1915,2248,2232,XE,2633,N13978,124,137,98,16,29,IAH,SDF,788,11,15,0,,0,16,0,0,0,0
2007,1,31,3,2028,1935,2318,2249,XE,2596,N11155,110,134,96,29,53,IAH,SRQ,796,4,10,0,,0,5,0,0,0,24
2007,1,7,7,911,909,1225,1226,XE,3091,N13992,134,137,93,-1,2,IAH,IND,845,7,34,0,,0,0,0,0,0,0
2007,1,3,3,1436,1431,1609,1603,XE,2304,N21537,93,92,65,6,5,IAH,MEM,469,4,24,0,,0,0,0,0,0,0
2007,1,10,3,1632,1545,1755,1720,XE,2302,N21154,83,95,64,35,47,CLE,ORF,435,5,14,0,,0,35,0,0,0,0
2007,1,4,4,1629,1630,2050,2033,XE,2496,N16170,201,183,169,17,-1,IAH,IAD,1190,10,22,0,,0,0,0,17,0,0
2007,1,23,2,1800,1810,1935,2012,XE,2988,N13964,95,122,79,-37,-10,CAE,EWR,602,7,9,0,,0,0,0,0,0,0
2007,1,12,5,1834,1710,1925,1819,XE,2692,N14543,51,69,34,66,84,ALB,EWR,143,7,10,0,,0,0,0,66,0,0
2007,1,9,2,1023,1030,1137,1148,XE,2586,N12957,74,78,52,-11,-7,DCA,CLE,310,7,15,0,,0,0,0,0,0,0
2007,1,5,5,849,850,1123,1140,XE,2228,N13133,214,230,187,-17,-1,EWR,TUL,1215,3,24,0,,0,0,0,0,0,0
2007,1,28,7,1426,1430,1607,1614,XE,2398,N14514,101,104,76,-7,-4,MEM,IAH,469,9,16,0,,0,0,0,0,0,0
2007,1,4,4,1635,1645,1742,1817,XE,2996,N14920,67,92,51,-35,-10,ORF,EWR,284,9,7,0,,0,0,0,0,0,0
2007,1,24,3,1625,1634,1806,1818,XE,2991,N14902,101,104,83,-12,-9,PNS,IAH,489,9,9,0,,0,0,0,0,0,0
2007,1,28,7,1136,1133,1247,1246,XE,2704,N16944,71,73,49,1,3,IAH,BRO,308,4,18,0,,0,0,0,0,0,0
2007,1,11,4,637,645,1040,1043,XE,2093,N21154,183,178,158,-3,-8,SAT,CLE,1241,6,19,0,,0,0,0,0,0,0
2007,1,10,3,1911,1915,2032,2042,XE,3080,N36915,81,87,54,-10,-4,IAH,LIT,374,6,21,0,,0,0,0,0,0,0
2007,1,21,7,2200,1935,2338,2122,XE,2292,N14945,98,107,77,136,145,EWR,GSO,446,3,18,0,,0,54,0,0,0,82
2007,1,30,2,1607,1555,1923,1917,XE,2298,N16961,136,142,109,6,12,IAH,IND,845,8,19,0,,0,0,0,0,0,0
2007,1,9,2,614,625,743,753,XE,2931,N17513,89,88,66,-10,-11,GPT,IAH,376,8,15,0,,0,0,0,0,0,0
2007,1,30,2,1411,1418,1748,1745,XE,2060,N16147,157,147,123,3,-7,MTJ,IAH,926,11,23,0,,0,0,0,0,0,0
2007,1,21,7,1943,1938,2251,2253,XE,2853,N13538,128,135,101,-2,5,IAH,SAV,851,6,21,0,,0,0,0,0,0,0
2007,1,6,6,1037,930,1205,1113,XE,3202,N16954,88,103,74,52,67,IAH,AMA,519,5,9,0,,0,0,17,0,0,35
2007,1,19,5,1833,1835,2000,2005,XE,2202,N18102,87,90,60,-5,-2,IAH,MEM,469,5,22,0,,0,0,0,0,0,0
2007,1,3,3,1556,1555,1719,1712,XE,3055,N11544,83,77,59,7,1,IAH,MFE,316,4,20,0,,0,0,0,0,0,0
2007,1,11,4,1628,1630,1754,1803,XE,2809,N16510,86,93,68,-9,-2,CLE,CLT,430,6,12,0,,0,0,0,0,0,0
2007,1,2,2,1222,1225,1312,1325,YV,7031,N448YV,50,60,28,-13,-3,DEN,EGE,121,4,18,0,,0,0,0,0,0,0
2007,1,3,3,1624,1635,1822,1841,YV,7269,N75992,118,126,86,-19,-11,IAD,ATL,533,13,19,0,,0,0,0,0,0,0
2007,1,4,4,1424,1430,1502,1510,YV,1027,N654BR,38,40,29,-8,-6,KOA,HNL,163,4,5,0,,0,0,0,0,0,0
2007,1,5,5,1120,1047,1303,1247,YV,7102,N591ML,43,60,32,16,33,ORD,LAN,179,2,9,0,,0,0,0,0,0,16
2007,1,6,6,555,600,738,737,YV,7330,N650ML,103,97,81,1,-5,SAV,IAD,515,9,13,0,,0,0,0,0,0,0
2007,1,8,1,935,940,1130,1155,YV,2636,N906FJ,115,135,90,-25,-5,CLT,MHT,737,4,21,0,,0,0,0,0,0,0
2007,1,9,2,1925,1930,2009,2010,YV,1007,N693BR,44,40,31,-1,-5,HNL,KOA,163,5,8,0,,0,0,0,0,0,0
2007,1,10,3,1605,1605,1712,1716,YV,2746,N914FJ,67,71,42,-4,0,LAS,LAX,236,10,15,0,,0,0,0,0,0,0
2007,1,11,4,NA,2115,NA,2312,YV,7224,N47239,NA,57,NA,NA,NA,ORD,LAN,179,0,0,1,C,0,0,0,0,0,0
2007,1,12,5,1058,1058,1155,1155,YV,2843,N97325,57,57,37,0,0,PHX,YUM,160,3,17,0,,0,0,0,0,0,0
2007,1,14,7,2045,1915,2130,2000,YV,2657,N913FJ,105,105,83,90,90,CLT,MEM,512,9,13,0,,0,90,0,0,0,0
2007,1,15,1,550,600,712,724,YV,7140,N860MJ,82,84,60,-12,-10,GSP,IAD,383,7,15,0,,0,0,0,0,0,0
2007,1,16,2,556,600,743,735,YV,2709,N7264V,167,155,142,8,-4,ICT,PHX,870,5,20,0,,0,0,0,0,0,0
2007,1,17,3,935,922,1228,1211,YV,7296,N502MJ,113,109,94,17,13,ORD,CLT,599,3,16,0,,0,0,0,0,0,17
2007,1,18,4,1611,1611,1615,1629,YV,2706,N929LR,64,78,35,-14,0,PHX,SNA,338,15,14,0,,0,0,0,0,0,0
2007,1,20,6,1639,1631,2024,2032,YV,7228,N501MJ,165,181,143,-8,8,AUS,IAD,1297,7,15,0,,0,0,0,0,0,0
2007,1,21,7,1807,1700,2008,1821,YV,7192,N591ML,121,81,46,107,67,EWR,IAD,213,8,67,0,,0,0,0,0,0,107
2007,1,22,1,1725,1720,1852,1824,YV,7249,N592ML,87,64,40,28,5,IAD,PIT,183,7,40,0,,0,28,0,0,0,0
2007,1,23,2,1624,1625,1849,1900,YV,7216,N27173,85,95,66,-11,-1,ORD,BUF,473,3,16,0,,0,0,0,0,0,0
2007,1,24,3,619,625,738,731,YV,7312,N512MJ,79,66,41,7,-6,PIT,IAD,183,9,29,0,,0,0,0,0,0,0
2007,1,26,5,556,600,643,648,YV,7299,N513MJ,107,108,75,-5,-4,BUF,ORD,473,8,24,0,,0,0,0,0,0,0
2007,1,27,6,2043,2050,2216,2220,YV,7042,N454YV,93,90,70,-4,-7,DEN,RAP,301,4,19,0,,0,0,0,0,0,0
2007,1,28,7,1725,1658,2040,2012,YV,2634,N923FJ,135,134,114,28,27,IAH,CLT,913,8,13,0,,0,0,0,0,0,28
2007,1,29,1,921,922,1208,1211,YV,7296,N516LR,107,109,84,-3,-1,ORD,CLT,599,3,20,0,,0,0,0,0,0,0
2007,1,30,2,1233,1240,1443,1447,YV,2659,N928LR,130,127,115,-4,-7,PVD,CLT,683,8,7,0,,0,0,0,0,0,0
2007,1,1,1,1800,1630,1945,1817,OH,5322,N340CA,105,107,72,88,90,CVG,PHL,507,9,24,0,,0,0,0,88,0,0
2007,1,3,3,700,700,1017,1005,OH,5326,N815CA,137,125,112,12,0,OKC,CVG,756,3,22,0,,0,0,0,0,0,0
2007,1,4,4,1140,1140,1305,1259,OH,5238,N685BR,85,79,54,6,0,ROC,JFK,264,14,17,0,,0,0,0,0,0,0
2007,1,5,5,1615,1610,1855,1852,OH,5219,N526CA,160,162,135,3,5,BOS,CVG,752,1,24,0,,0,0,0,0,0,0
2007,1,7,7,1100,1108,1248,1251,OH,5672,N804CA,108,103,85,-3,-8,MCO,GSO,534,3,20,0,,0,0,0,0,0,0
2007,1,8,1,1635,1635,1716,1718,OH,5361,N783CA,101,103,85,-2,0,CVG,DSM,505,4,12,0,,0,0,0,0,0,0
2007,1,10,3,854,838,1109,1050,OH,5063,N819CA,135,132,86,19,16,JFK,CMH,483,6,43,0,,0,16,0,3,0,0
2007,1,11,4,1346,1346,1547,1553,OH,5395,N929CA,121,127,102,-6,0,IND,JFK,664,11,8,0,,0,0,0,0,0,0
2007,1,12,5,1845,1845,2040,2030,OH,5413,N926CA,115,105,52,10,0,BOS,BWI,370,20,43,0,,0,0,0,0,0,0
2007,1,14,7,1340,1340,1556,1540,OH,5122,N807CA,136,120,100,16,0,CVG,LGA,585,10,26,0,,0,0,0,16,0,0
2007,1,15,1,2009,1945,2138,2110,OH,5445,N374CA,89,85,63,28,24,CVG,ORF,485,7,19,0,,0,24,0,4,0,0
2007,1,17,3,1120,1125,1358,1357,OH,5048,N810CA,98,92,87,1,-5,SGF,CVG,491,1,10,0,,0,0,0,0,0,0
2007,1,18,4,1730,1720,1855,1848,OH,5423,N951CA,85,88,72,7,10,GSP,CVG,317,3,10,0,,0,0,0,0,0,0
2007,1,20,6,705,715,1016,1015,OH,5316,N991cA,131,120,102,1,-10,FSD,CVG,701,2,27,0,,0,0,0,0,0,0
2007,1,21,7,1825,1830,2034,2010,OH,5612,N653CA,129,100,77,24,-5,RDU,CVG,390,7,45,0,,0,0,0,24,0,0
2007,1,23,2,907,900,1124,1125,OH,5328,N668CA,137,145,119,-1,7,CVG,PBI,892,6,12,0,,0,0,0,0,0,0
2007,1,24,3,1630,1640,1844,1859,OH,5622,N916CA,74,79,53,-15,-10,BNA,CVG,230,3,18,0,,0,0,0,0,0,0
2007,1,26,5,NA,1625,NA,1746,OH,5688,0,NA,81,NA,NA,NA,CHS,MCO,317,0,0,1,A,0,0,0,0,0,0
2007,1,27,6,1235,1240,1414,1414,OH,5407,N931CA,99,94,73,0,-5,BOS,BWI,370,4,22,0,,0,0,0,0,0,0
2007,1,29,1,655,630,847,802,OH,5170,N812CA,112,92,91,45,25,CLT,CVG,335,4,17,0,,0,0,0,45,0,0
2007,1,30,2,1520,1450,1640,1624,OH,5616,N926CA,80,94,62,16,30,BWI,BOS,370,5,13,0,,0,0,0,0,0,16
2007,1,31,3,2142,2055,2251,2205,OH,5307,N959CA,129,130,114,46,47,CVG,TUL,646,6,9,0,,0,46,0,0,0,0
2007,1,1,1,2000,1947,2050,2052,OO,6425,N771SK,110,125,94,-2,13,ASE,LAX,737,8,8,0,,0,0,0,0,0,0
2007,1,2,2,622,615,714,656,OO,5719,N586SW,52,41,37,18,7,RDM,PDX,116,4,11,0,,0,0,0,0,18,0
2007,1,2,2,2034,2000,2214,2142,OO,6839,N920SW,100,102,69,32,34,ORD,FSD,462,7,24,0,,0,0,0,0,0,32
2007,1,3,3,844,850,1003,1011,OO,6196,N583SW,79,81,55,-8,-6,SFO,SBA,262,2,22,0,,0,0,0,0,0,0
2007,1,4,4,1355,1326,1916,1647,OO,3884,N455SW,261,141,107,149,29,SLC,MCI,919,6,148,0,,0,0,149,0,0,0
2007,1,4,4,832,830,1035,1013,OO,6627,N915SW,123,103,87,22,2,DEN,BZN,525,4,32,0,,0,22,0,0,0,0
2007,1,5,5,1520,1526,1753,1750,OO,5846,N730SK,93,84,48,3,-6,ORD,CLE,316,26,19,0,,0,0,0,0,0,0
2007,1,6,6,721,700,829,757,OO,3681,N291SW,68,57,40,32,21,SUN,SLC,223,7,21,0,,0,0,32,0,0,0
2007,1,6,6,1726,1735,1808,1809,OO,6498,N906SW,102,94,73,-1,-9,TUS,LAX,451,19,10,0,,0,0,0,0,0,0
2007,1,7,7,1417,1427,1510,1507,OO,5764,N578SW,53,40,38,3,-10,RDM,PDX,116,3,12,0,,0,0,0,0,0,0
2007,1,7,7,629,635,724,734,OO,6932,N964SW,55,59,35,-10,-6,ORD,GRB,174,5,15,0,,0,0,0,0,0,0
2007,1,8,1,1209,1145,1309,1253,OO,6285,N576SW,60,68,45,16,24,DEN,MTJ,197,4,11,0,,0,0,0,0,0,16
2007,1,9,2,1312,1143,1412,1242,OO,4015,N438SW,120,119,101,90,89,SLC,SFO,599,6,13,0,,0,90,0,0,0,0
2007,1,9,2,1553,1557,1744,1747,OO,6719,N917SW,111,110,85,-3,-4,MSO,DEN,679,20,6,0,,0,0,0,0,0,0
2007,1,10,3,1649,1650,1748,1738,OO,6116,N299SW,59,48,32,10,-1,LAX,PSP,110,5,22,0,,0,0,0,0,0,0
2007,1,11,4,1507,1506,1647,1627,OO,3872,N426SW,100,81,55,20,1,SLC,HLN,402,4,41,0,,0,20,0,0,0,0
2007,1,11,4,707,708,957,1001,OO,6551,N912SW,110,113,94,-4,-1,DEN,DFW,641,6,10,0,,0,0,0,0,0,0
