Year,Month,DayofMonth,DayOfWeek,DepTime,CRSDepTime,ArrTime,CRSArrTime,UniqueCarrier,FlightNum,TailNum,ActualElapsedTime,CRSElapsedTime,AirTime,ArrDelay,DepDelay,Origin,Dest,Distance,TaxiIn,TaxiOut,Cancelled,CancellationCode,Diverted,CarrierDelay,WeatherDelay,NASDelay,SecurityDelay,LateAircraftDelay
2004,1,6,2,1418,1200,1544,1328,UA,1099,N345UA,146,148,133,136,138,DEN,SMF,910,4,9,0,,0,6,0,0,0,130
2004,1,21,3,1825,1826,2001,2012,UA,1126,N515UA,96,106,78,-11,-1,PHX,DEN,602,7,11,0,,0,0,0,0,0,0
2004,1,4,7,639,642,803,805,UA,1152,N406UA,84,83,65,-2,-3,LAX,SMF,373,5,14,0,,0,0,0,0,0,0
2004,1,21,3,1101,1110,1356,1409,UA,1172,N341UA,115,119,103,-13,-9,DEN,AUS,775,3,9,0,,0,0,0,0,0,0
2004,1,12,1,1958,2000,2147,2157,UA,1197,N374UA,169,177,151,-10,-2,DEN,SEA,1024,4,14,0,,0,0,0,0,0,0
2004,1,2,5,714,720,754,752,UA,1223,N950UA,100,92,82,2,-6,OMA,DEN,472,7,11,0,,0,0,0,0,0,0
2004,1,25,7,1422,1426,1527,1530,UA,1247,N952UA,125,124,98,-3,-4,ATL,ORD,606,9,18,0,,0,0,0,0,0,0
2004,1,22,4,933,920,1118,1054,UA,1271,N362UA,165,154,132,24,13,MHT,ORD,843,3,30,0,,0,13,0,11,0,0
2004,1,24,6,926,932,1457,1500,UA,1292,N514UA,211,208,187,-3,-6,LAS,ORD,1515,10,14,0,,0,0,0,0,0,0
2004,1,3,6,1829,1758,1940,1916,UA,1483,N412UA,71,78,55,24,31,SMF,LAX,373,8,8,0,,0,12,0,0,0,12
2004,1,4,7,944,905,1722,1546,UA,1662,N405UA,338,281,262,96,39,ORD,SJU,2072,33,43,0,,0,39,0,57,0,0
2004,1,8,4,1615,1555,1710,1703,US,1142,N765UW,55,68,38,7,20,PHL,BDL,196,4,13,0,,0,0,0,0,0,0
2004,1,14,3,1026,1030,1142,1147,US,1212,N782AU,76,77,45,-5,-4,PHL,BOS,280,6,25,0,,0,0,0,0,0,0
2004,1,31,6,2007,2010,2140,2157,US,222,N434US,93,107,80,-17,-3,CLT,BUF,546,3,10,0,,0,0,0,0,0,0
2004,1,22,4,1305,1310,2024,2033,US,40,N167UW,259,263,237,-9,-5,LAX,CLT,2125,13,9,0,,0,0,0,0,0,0
2004,1,12,1,630,630,936,933,US,238,N575US,126,123,114,3,0,MCI,CLT,809,3,9,0,,0,0,0,0,0,0
2004,1,6,2,1015,1025,1147,1144,US,464,N782AU,92,79,75,3,-10,DCA,CLT,331,4,13,0,,0,0,0,0,0,0
2004,1,12,1,834,740,1013,938,US,684,N428US,99,118,81,35,54,BUF,CLT,546,4,14,0,,0,0,35,0,0,0
2004,1,17,6,1420,1110,1606,1317,US,858,N784AU,106,127,89,169,190,MIA,CLT,650,6,11,0,,0,169,0,0,0,0
2004,1,3,6,1612,1620,1654,1710,US,1039,N385US,42,50,32,-16,-8,RDU,CLT,130,4,6,0,,0,0,0,0,0,0
2004,1,29,4,1022,1030,1108,1122,US,1196,N395US,46,52,34,-14,-8,MYR,CLT,156,3,9,0,,0,0,0,0,0,0
2004,1,30,5,736,740,921,931,US,1469,N443US,105,111,92,-10,-4,EWR,CLT,529,3,10,0,,0,0,0,0,0,0
2004,1,16,5,739,745,839,845,US,959,N356US,60,60,34,-6,-6,PIT,DCA,205,12,14,0,,0,0,0,0,0,0
2004,1,29,4,756,800,908,911,US,2165,N765UW,72,71,43,-3,-4,LGA,DCA,214,4,25,0,,0,0,0,0,0,0
2004,1,11,7,2212,2220,2317,2336,US,226,N435US,65,76,51,-19,-8,PIT,EWR,319,4,10,0,,0,0,0,0,0,0
2004,1,25,7,16,2200,120,2244,US,457,N778AU,64,44,17,156,136,CLT,GSO,83,4,43,0,,0,0,0,117,0,39
2004,1,4,7,1217,1215,1326,1330,US,229,N376US,69,75,51,-4,2,CLT,JAX,329,3,15,0,,0,0,0,0,0,0
2004,1,8,4,2007,2005,2149,2150,US,224,N171UW,102,105,77,-1,2,CLT,LGA,544,6,19,0,,0,0,0,0,0,0
2004,1,29,4,1155,1200,1243,1305,US,2170,N722UW,48,65,34,-22,-5,DCA,LGA,214,4,10,0,,0,0,0,0,0,0
2004,1,10,6,1559,1550,1826,1824,US,893,N176UW,147,154,128,2,9,PHL,MCO,861,9,10,0,,0,0,0,0,0,0
2004,1,16,5,1755,1755,1949,1952,US,1187,N436US,114,117,91,-3,0,CLT,MIA,650,7,16,0,,0,0,0,0,0,0
2004,1,27,2,NA,1550,NA,1635,US,479,0,NA,105,NA,NA,NA,PIT,ORD,412,0,0,1,C,0,0,0,0,0,0
2004,1,28,3,1220,1230,2023,2028,US,18,N183UW,303,298,288,-5,-10,LAX,PHL,2401,8,7,0,,0,0,0,0,0,0
2004,1,28,3,1626,1630,1849,1859,US,228,N429US,143,149,128,-10,-4,TPA,PHL,920,9,6,0,,0,0,0,0,0,0
2004,1,17,6,1720,1730,1827,1831,US,494,N766UW,67,61,42,-4,-10,RIC,PHL,198,16,9,0,,0,0,0,0,0,0
2004,1,31,6,1308,1255,1926,1914,US,826,N758UW,258,259,235,12,13,PHX,PHL,2075,4,19,0,,0,0,0,0,0,0
2004,1,7,3,1813,1805,2102,2109,US,1138,N404US,109,124,88,-7,8,ORD,PHL,678,2,19,0,,0,0,0,0,0,0
2004,1,13,2,810,815,1124,1147,US,1482,N335US,134,152,121,-23,-5,MCI,PHL,1038,3,10,0,,0,0,0,0,0,0
2004,1,12,1,2345,2355,519,539,US,174,N755UW,214,224,202,-20,-10,PHX,PIT,1813,3,9,0,,0,0,0,0,0,0
2004,1,20,2,649,700,1420,1438,US,740,N173UW,271,278,252,-18,-11,SFO,PIT,2254,7,12,0,,0,0,0,0,0,0
2004,1,23,5,1755,1750,1916,1908,US,1168,N395US,81,78,62,8,5,RDU,PIT,328,9,10,0,,0,0,0,0,0,0
2004,1,26,1,1558,1600,1719,1727,US,256,N751UW,81,87,61,-8,-2,PIT,PVD,467,3,17,0,,0,0,0,0,0,0
2004,1,29,4,1415,1415,1519,1518,US,184,N739UW,64,63,40,1,0,CLT,RIC,256,5,19,0,,0,0,0,0,0,0
2004,1,28,3,1632,1620,1948,1916,US,105,N753UW,376,356,347,32,12,PHL,SEA,2378,4,25,0,,0,5,0,20,0,7
2004,1,9,5,1225,1215,1419,1354,US,356,N387US,114,99,80,25,10,CLT,TPA,508,2,32,0,,0,10,0,15,0,0
2004,1,1,4,1140,1140,1208,1215,WN,328,N316,88,95,81,-7,0,ABQ,LAS,487,3,4,0,,0,0,0,0,0,0
2004,1,7,3,1850,1850,1955,2005,WN,2653,N318,65,75,55,-10,0,ABQ,PHX,328,5,5,0,,0,0,0,0,0,0
2004,1,13,2,825,825,1009,1020,WN,2258,N617,104,115,95,-11,0,AUS,BNA,756,4,5,0,,0,0,0,0,0,0
2004,1,27,2,1121,1010,1224,1120,WN,186,N428,63,70,50,64,71,AUS,LBB,341,2,11,0,,0,0,0,0,0,64
2004,1,3,6,1623,1610,1810,1805,WN,1575,N375,107,115,92,5,13,BHM,HOU,570,5,10,0,,0,0,0,0,0,0
2004,1,10,6,1345,1345,1606,1605,WN,406,N446,81,80,70,1,0,BNA,CLE,448,3,8,0,,0,0,0,0,0,0
2004,1,14,3,1115,1115,1338,1355,WN,1495,N790,83,100,73,-17,0,BNA,MCO,616,2,8,0,,0,0,0,0,0,0
2004,1,5,1,1125,1010,1405,1255,WN,1040,N617,100,105,87,70,75,BNA,TPA,612,3,10,0,,0,70,0,0,0,0
2004,1,2,5,1456,1440,1559,1540,WN,1215,N506,63,60,35,19,16,BUR,LAS,223,9,19,0,,0,0,0,3,0,16
2004,1,28,3,1402,1335,1504,1440,WN,1563,N421,62,65,50,24,27,BUR,SJC,296,3,9,0,,0,0,0,0,0,24
2004,1,12,1,1440,1440,1540,1545,WN,1575,N669,120,125,105,-5,0,BWI,BHM,682,5,10,0,,0,0,0,0,0,0
2004,1,18,7,1650,1650,1831,1840,WN,2706,N741,101,110,89,-9,0,BWI,IND,515,2,10,0,,0,0,0,0,0,0
2004,1,15,4,1245,1245,1345,1345,WN,405,N640,120,120,110,0,0,BWI,MDW,611,4,6,0,,0,0,0,0,0,0
2004,1,9,5,1510,1510,1751,1825,WN,2231,N703,281,315,269,-34,0,BWI,PHX,1999,4,8,0,,0,0,0,0,0,0
2004,1,15,4,1020,1020,1243,1255,WN,1846,N414,143,155,125,-12,0,BWI,TPA,842,8,10,0,,0,0,0,0,0,0
2004,1,29,4,1520,1510,1529,1515,WN,2503,N301,69,65,55,14,10,CMH,MDW,284,4,10,0,,0,0,0,0,0,0
2004,1,7,3,1245,1245,1328,1335,WN,2310,N74,43,50,35,-7,0,DAL,AUS,189,3,5,0,,0,0,0,0,0,0
2004,1,16,5,615,615,709,710,WN,1628,N406,54,55,42,-1,0,DAL,HOU,239,3,9,0,,0,0,0,0,0,0
2004,1,22,4,1000,1000,1110,1115,WN,2526,N648,70,75,58,-5,0,DAL,MSY,437,3,9,0,,0,0,0,0,0,0
2004,1,10,6,1415,1415,1415,1415,WN,268,N620,60,60,45,0,0,DTW,MDW,229,5,10,0,,0,0,0,0,0,0
2004,1,11,7,1700,1650,1852,1845,WN,1841,N408,52,55,41,7,10,ELP,LBB,295,3,8,0,,0,0,0,0,0,0
2004,1,11,7,1235,1235,1332,1330,WN,2520,N324,57,55,34,2,0,FLL,MCO,178,4,19,0,,0,0,0,0,0,0
2004,1,21,3,1429,1415,1506,1500,WN,112,N73,37,45,28,6,14,HOU,AUS,148,2,7,0,,0,0,0,0,0,0
2004,1,25,7,1030,1030,1130,1125,WN,18,N702,60,55,42,5,0,HOU,DAL,239,3,15,0,,0,0,0,0,0,0
2004,1,18,7,1430,1430,1525,1530,WN,2009,N102,55,60,44,-5,0,HOU,HRL,276,5,6,0,,0,0,0,0,0,0
2004,1,4,7,1740,1740,1835,1840,WN,1931,N96,55,60,45,-5,0,HOU,MSY,303,4,6,0,,0,0,0,0,0,0
2004,1,10,6,940,940,1032,1040,WN,20,N93,52,60,45,-8,0,HRL,HOU,276,2,5,0,,0,0,0,0,0,0
2004,1,3,6,1730,1705,1855,1840,WN,905,N371,145,155,130,15,25,ISP,BNA,803,5,10,0,,0,7,0,0,0,8
2004,1,11,7,1300,1300,1326,1330,WN,515,N620,86,90,77,-4,0,JAX,BNA,484,3,6,0,,0,0,0,0,0,0
2004,1,1,4,1330,1330,1847,1855,WN,822,N420,197,205,180,-8,0,LAS,BNA,1588,2,15,0,,0,0,0,0,0,0
2004,1,21,3,1532,1500,1625,1605,WN,1176,N354,53,65,38,20,32,LAS,LAX,236,5,10,0,,0,6,0,0,0,14
2004,1,15,4,1237,1230,1400,1355,WN,956,N604,83,85,65,5,7,LAS,OAK,407,5,13,0,,0,0,0,0,0,0
2004,1,6,2,1030,1025,1232,1235,WN,2200,N371,62,70,44,-3,5,LAS,PHX,256,10,8,0,,0,0,0,0,0,0
2004,1,8,4,925,925,1348,1355,WN,2195,N337,143,150,131,-7,0,LAS,SAT,1069,2,10,0,,0,0,0,0,0,0
2004,1,14,3,1000,955,1216,1205,WN,2431,N338,76,70,60,11,5,LAS,TUS,365,4,12,0,,0,0,0,0,0,0
2004,1,31,6,1410,1410,1900,1915,WN,245,N753,170,185,157,-15,0,LAX,MCI,1363,3,10,0,,0,0,0,0,0,0
2004,1,1,4,1245,1230,1505,1450,WN,762,N765,80,80,60,15,15,LAX,PHX,370,5,15,0,,0,0,0,0,0,15
2004,1,6,2,1425,1425,1540,1540,WN,130,N707,75,75,59,0,0,LAX,SMF,373,3,13,0,,0,0,0,0,0,0
2004,1,12,1,1026,1020,1132,1150,WN,101,N747,186,210,172,-18,6,LIT,LAS,1295,3,11,0,,0,0,0,0,0,0
2004,1,19,1,1320,1305,1421,1415,WN,2466,N392,181,190,167,6,15,MCI,LAS,1140,1,13,0,,0,0,0,0,0,0
2004,1,21,3,1650,1650,1842,1850,WN,134,N608,172,180,160,-8,0,MCI,PHX,1044,7,5,0,,0,0,0,0,0,0
2004,1,4,7,1835,1835,2042,2040,WN,401,N634,127,125,113,2,0,MCO,BWI,787,4,10,0,,0,0,0,0,0,0
2004,1,25,7,2115,2110,2152,2155,WN,601,N661,97,105,90,-3,5,MCO,MSY,550,2,5,0,,0,0,0,0,0,0
2004,1,7,3,630,630,902,915,WN,1553,N684,92,105,80,-13,0,MDW,BWI,611,3,9,0,,0,0,0,0,0,0
2004,1,24,6,1045,1040,1235,1230,WN,2489,N787,50,50,37,5,5,MDW,IND,162,5,8,0,,0,0,0,0,0,0
2004,1,8,4,2050,2050,2340,2350,WN,2859,N673,110,120,97,-10,0,MDW,MHT,838,3,10,0,,0,0,0,0,0,0
2004,1,29,4,1855,1855,1955,2005,WN,1019,N443,60,70,47,-10,0,MDW,STL,251,3,10,0,,0,0,0,0,0,0
2004,1,10,6,1130,1130,1224,1230,WN,476,N615,54,60,46,-6,0,MSY,BHM,321,4,4,0,,0,0,0,0,0,0
2004,1,15,4,1710,1710,1815,1820,WN,2238,N671,65,70,57,-5,0,MSY,HOU,303,3,5,0,,0,0,0,0,0,0
2004,1,27,2,710,710,811,815,WN,1092,N315,61,65,46,-4,0,OAK,BUR,325,2,13,0,,0,0,0,0,0,0
2004,1,4,7,2250,2230,2,2345,WN,2022,N355,72,75,50,17,20,OAK,LAX,337,2,20,0,,0,8,0,0,0,9
2004,1,27,2,1450,1450,1742,1740,WN,508,N601,112,110,90,2,0,OAK,PHX,646,7,15,0,,0,0,0,0,0,0
2004,1,2,5,915,905,1139,1145,WN,1785,N323,84,100,70,-6,10,OAK,SLC,588,2,12,0,,0,0,0,0,0,0
2004,1,7,3,700,700,811,820,WN,2137,N639,71,80,60,-9,0,OMA,MDW,423,4,7,0,,0,0,0,0,0,0
2004,1,11,7,915,915,1115,1120,WN,526,N507,60,65,51,-5,0,ONT,PHX,325,2,7,0,,0,0,0,0,0,0
2004,1,25,7,1025,1025,1110,1115,WN,1769,N745,45,50,36,-5,0,ORF,BWI,159,3,6,0,,0,0,0,0,0,0
2004,1,11,7,1425,1425,1600,1605,WN,1423,N385,95,100,85,-5,0,PDX,OAK,543,5,5,0,,0,0,0,0,0,0
2004,1,13,2,830,830,1140,1145,WN,2548,N329,130,135,110,-5,0,PHX,AUS,872,3,17,0,,0,0,0,0,0,0
2004,1,9,5,1950,1940,2304,2305,WN,2600,N686,134,145,122,-1,10,PHX,HOU,1020,2,10,0,,0,0,0,0,0,0
2004,1,26,1,1455,1455,1815,1830,WN,300,N646,140,155,130,-15,0,PHX,MCI,1044,5,5,0,,0,0,0,0,0,0
2004,1,30,5,1100,1100,1105,1115,WN,2538,N360,65,75,50,-10,0,PHX,ONT,325,3,12,0,,0,0,0,0,0,0
2004,1,18,7,1845,1845,1928,1945,WN,2231,N426,103,120,90,-17,0,PHX,SJC,621,3,10,0,,0,0,0,0,0,0
2004,1,1,4,1530,1530,1640,1650,WN,303,N671,70,80,57,-10,0,PVD,BWI,328,3,10,0,,0,0,0,0,0,0
2004,1,2,5,1010,1010,1223,1230,WN,1017,N776,313,320,300,-7,0,RDU,LAS,2027,3,10,0,,0,0,0,0,0,0
2004,1,22,4,1045,1045,1203,1210,WN,1043,N343,78,85,69,-7,0,RNO,PDX,444,3,6,0,,0,0,0,0,0,0
2004,1,16,5,635,635,745,745,WN,1366,N647,70,70,52,0,0,SAN,LAS,258,3,15,0,,0,0,0,0,0,0
2004,1,5,1,815,815,1019,1025,WN,1703,N608,64,70,48,-6,0,SAN,PHX,304,7,9,0,,0,0,0,0,0,0
2004,1,3,6,735,735,1130,1145,WN,204,N786,175,190,165,-15,0,SAT,BWI,1407,4,6,0,,0,0,0,0,0,0
2004,1,11,7,1025,1025,1105,1120,WN,711,N356,160,175,145,-15,0,SAT,LAS,1069,5,10,0,,0,0,0,0,0,0
2004,1,27,2,1655,1655,1745,1745,WN,223,N359,50,50,37,0,0,SEA,GEG,224,3,10,0,,0,0,0,0,0,0
2004,1,28,3,1825,1815,1915,1915,WN,565,N675,50,60,39,0,10,SJC,BUR,296,1,10,0,,0,0,0,0,0,0
2004,1,24,6,1135,1135,1235,1245,WN,1902,N522,60,70,50,-10,0,SJC,ONT,333,2,8,0,,0,0,0,0,0,0
2004,1,28,3,1035,1035,1142,1150,WN,2339,N502,67,75,55,-8,0,SJC,SNA,342,2,10,0,,0,0,0,0,0,0
2004,1,23,5,2120,2025,2138,2050,WN,2070,N401,78,85,65,48,55,SLC,RNO,422,3,10,0,,0,0,0,0,0,48
2004,1,9,5,900,900,1021,1015,WN,973,N514,81,75,65,6,0,SMF,ONT,389,4,12,0,,0,0,0,0,0,0
2004,1,8,4,2040,2035,2220,2225,WN,134,N649,100,110,85,-5,5,SMF,SEA,605,5,10,0,,0,0,0,0,0,0
2004,1,25,7,910,910,1035,1035,WN,889,N754,85,85,77,0,0,SNA,SMF,404,3,5,0,,0,0,0,0,0,0
2004,1,7,3,800,755,1105,1115,WN,821,N366,125,140,115,-10,5,STL,MCO,880,2,8,0,,0,0,0,0,0,0
2004,1,28,3,715,715,750,745,WN,1565,N686,95,90,73,5,0,TPA,BHM,460,4,18,0,,0,0,0,0,0,0
2004,1,30,5,810,810,1053,1100,WN,845,N322,163,170,147,-7,0,TPA,MHT,1204,3,13,0,,0,0,0,0,0,0
2004,1,3,6,810,810,900,900,WN,903,N645,50,50,38,0,0,TUL,MCI,223,2,10,0,,0,0,0,0,0,0
2004,1,2,5,621,625,859,920,NW,646,N343NW,98,115,80,-21,-4,DEN,MSP,680,3,15,0,,0,0,0,0,0,0
2004,1,8,4,1338,1340,1659,1702,NW,678,N351NW,141,142,124,-3,-2,SLC,MSP,991,4,13,0,,0,0,0,0,0,0
2004,1,29,4,1701,1715,1914,1945,NW,709,N982US,193,210,166,-31,-14,JFK,MSP,1028,8,19,0,,0,0,0,0,0,0
2004,1,29,4,804,810,937,927,NW,768,N962N,93,77,62,10,-6,BIS,MSP,386,9,22,0,,0,0,0,0,0,0
2004,1,12,1,847,850,1014,1024,NW,823,N351NB,147,154,129,-10,-3,MEM,DEN,872,6,12,0,,0,0,0,0,0,0
2004,1,15,4,910,915,1206,1203,NW,878,N345NW,116,108,84,3,-5,MEM,TPA,656,7,25,0,,0,0,0,0,0,0
2004,1,20,2,720,725,733,750,NW,936,N9343,73,85,56,-17,-5,SDF,MEM,320,7,10,0,,0,0,0,0,0,0
2004,1,22,4,842,845,1140,1134,NW,981,N315NB,298,289,278,6,-3,MEM,SEA,1870,6,14,0,,0,0,0,0,0,0
2004,1,21,3,1858,1900,2021,2020,NW,1020,N362NB,83,80,52,1,-2,MSP,ORD,334,6,25,0,,0,0,0,0,0,0
2004,1,26,1,2106,2108,2259,2248,NW,1062,N324NB,113,100,79,11,-2,DTW,BOS,632,6,28,0,,0,0,0,0,0,0
2004,1,2,5,1106,1110,1421,1359,NW,1117,N503US,195,169,153,22,-4,RSW,DTW,1085,29,13,0,,0,0,0,22,0,0
2004,1,28,3,1827,1835,2000,2002,NW,1163,N8950E,93,87,63,-2,-8,MEM,MCI,392,8,22,0,,0,0,0,0,0,0
2004,1,10,6,910,900,934,917,NW,1215,N764NC,84,77,63,17,10,DTW,MSN,312,5,16,0,,0,10,0,7,0,0
2004,1,13,2,1959,2005,2205,2210,NW,1252,N618NW,66,65,43,-5,-6,ORD,DTW,235,7,16,0,,0,0,0,0,0,0
2004,1,4,7,NA,1945,NA,2111,NW,1293,N915RW,NA,86,NA,NA,NA,MDW,MSP,349,0,0,1,B,0,0,0,0,0,0
2004,1,8,4,1710,1710,1749,1755,NW,1425,N9348,39,45,24,-6,0,DTW,AZO,113,3,12,0,,0,0,0,0,0,0
2004,1,27,2,1738,1741,1934,1923,NW,1462,N9332,116,102,76,11,-3,STL,MSP,449,17,23,0,,0,0,0,0,0,0
2004,1,14,3,NA,1915,NA,2011,NW,1494,N957N,NA,56,NA,NA,NA,DTW,CLE,95,0,0,1,B,0,0,0,0,0,0
2004,1,21,3,2054,2057,2144,2143,NW,1536,N307US,50,46,30,1,-3,MSP,DLH,144,6,14,0,,0,0,0,0,0,0
2004,1,14,3,1629,1620,1908,1819,NW,1573,N787NC,159,119,96,49,9,CLT,DTW,500,33,30,0,,0,0,0,40,0,9
2004,1,24,6,1704,1659,1836,1829,NW,1627,N301NB,152,150,139,7,5,MSP,JAC,872,3,10,0,,0,0,0,0,0,0
2004,1,17,6,NA,1910,NA,2143,NW,1686,N956N,NA,93,NA,NA,NA,STL,DTW,440,0,0,1,B,0,0,0,0,0,0
2004,1,24,6,1324,1328,1433,1438,NW,1741,N8926E,69,70,37,-5,-4,TVC,DTW,207,6,26,0,,0,0,0,0,0,0
2004,1,11,7,1604,1607,1750,1802,NW,1781,N343NW,106,115,78,-12,-3,PHL,DTW,453,15,13,0,,0,0,0,0,0,0
2004,1,30,5,2056,2101,2217,2220,NW,1822,N359NB,81,79,59,-3,-5,DTW,DCA,405,5,17,0,,0,0,0,0,0,0
2004,1,2,5,615,620,738,746,NW,1863,N340NW,143,146,124,-8,-5,DCA,MEM,762,6,13,0,,0,0,0,0,0,0
2004,1,19,1,1244,1245,1545,1536,NW,1905,N314US,241,231,208,9,-1,FLL,MSP,1487,8,25,0,,0,0,0,0,0,0
2004,1,22,4,915,920,1008,1011,NW,1941,N959N,53,51,32,-3,-5,MEM,BNA,200,7,14,0,,0,0,0,0,0,0
2004,1,1,4,1415,1400,1632,1628,OH,5365,N739CA,137,148,112,4,15,ROC,ATL,749,12,13,0,,0,0,0,0,0,0
2004,1,2,5,645,645,908,921,OH,5426,N969CA,143,156,115,-13,0,JFK,JAX,829,8,20,0,,0,0,0,0,0,0
2004,1,3,6,815,815,902,859,OH,5483,N926CA,107,104,83,3,0,MCO,HSV,535,2,22,0,,0,0,0,0,0,0
2004,1,4,7,1755,1725,2035,1938,OH,5536,N963CA,160,133,129,57,30,ABE,ATL,692,5,26,0,,0,30,0,27,0,0
2004,1,5,1,NA,1835,NA,2022,OH,5549,N331CA,NA,107,NA,NA,NA,TOL,ATL,549,0,0,1,A,0,0,0,0,0,0
2004,1,6,2,1540,1540,1643,1640,OH,5563,N809CA,63,60,42,3,0,MCO,FLL,178,2,19,0,,0,0,0,0,0,0
2004,1,7,3,1235,1235,1339,1353,OH,5546,N949CA,64,78,51,-14,0,PWM,LGA,270,9,4,0,,0,0,0,0,0,0
2004,1,8,4,2031,1955,2203,2132,OH,5539,N929CA,92,97,64,31,36,CVG,ABE,503,4,24,0,,0,0,31,0,0,0
2004,1,9,5,617,625,910,850,OH,5529,N368CA,173,145,121,20,-8,ABE,ATL,692,10,42,0,,0,0,0,20,0,0
2004,1,10,6,1054,1055,1221,1228,OH,5533,N710CA,87,93,67,-7,-1,CVG,ABE,503,5,15,0,,0,0,0,0,0,0
2004,1,11,7,1110,1120,1148,1204,OH,5545,N915CA,38,44,22,-16,-10,BOS,PWM,95,5,11,0,,0,0,0,0,0,0
2004,1,12,1,1055,1055,1219,1228,OH,5533,N936CA,84,93,66,-9,0,CVG,ABE,503,6,12,0,,0,0,0,0,0,0
2004,1,13,2,1732,1725,1933,1940,OH,5524,N376CA,121,135,103,-7,7,CVG,SRQ,812,3,15,0,,0,0,0,0,0,0
2004,1,14,3,1747,1750,1925,1941,OH,5515,N478CA,98,111,70,-16,-3,LGA,RDU,431,4,24,0,,0,0,0,0,0,0
2004,1,15,4,NA,1500,NA,1638,OH,5508,N489CA,NA,98,NA,NA,NA,RDU,LGA,431,0,0,1,B,0,0,0,0,0,0
2004,1,16,5,955,905,1144,1055,OH,5503,N708CA,109,110,69,49,50,LGA,RDU,431,3,37,0,,0,0,49,0,0,0
2004,1,17,6,1530,1530,1653,1707,OH,5513,N446CA,83,97,65,-14,0,LGA,RDU,431,3,15,0,,0,0,0,0,0,0
2004,1,18,7,2205,2155,2,13,OH,5525,N868CA,117,138,108,-11,10,CVG,SRQ,812,5,4,0,,0,0,0,0,0,0
2004,1,19,1,1743,1750,1926,1941,OH,5515,n466ca,103,111,67,-15,-7,LGA,RDU,431,3,33,0,,0,0,0,0,0,0
2004,1,20,2,1324,1330,1458,1458,OH,5506,N34CA,94,88,76,0,-6,RDU,CVG,390,1,17,0,,0,0,0,0,0,0
2004,1,21,3,2059,2100,2112,2116,OH,5496,N390CA,73,76,51,-4,-1,CVG,HSV,325,9,13,0,,0,0,0,0,0,0
